,school_name,type,student_name,budget
25377,Wright High School,Charter,Joshua Ortiz,1049400
25378,Wright High School,Charter,Taylor Craig,1049400
25379,Wright High School,Charter,Paul Smith,1049400
25380,Wright High School,Charter,Jamie Gonzalez,1049400
25381,Wright High School,Charter,Austin Pittman,1049400
25382,Wright High School,Charter,Tanya Soto,1049400
25383,Wright High School,Charter,Mia Thompson,1049400
25384,Wright High School,Charter,Adam Santiago,1049400
25385,Wright High School,Charter,Karen Smith,1049400
25386,Wright High School,Charter,Tyler Kennedy,1049400
25387,Wright High School,Charter,Christine Martinez,1049400
25388,Wright High School,Charter,Amy Moore,1049400
25389,Wright High School,Charter,Jonathan Jackson,1049400
25390,Wright High School,Charter,Laura Brown,1049400
25391,Wright High School,Charter,Charles Day,1049400
25392,Wright High School,Charter,Anthony Wood,1049400
25393,Wright High School,Charter,Christina Phelps,1049400
25394,Wright High School,Charter,Anthony Ryan,1049400
25395,Wright High School,Charter,Brenda Mills,1049400
25396,Wright High School,Charter,Craig Miller,1049400
25397,Wright High School,Charter,George Watson,1049400
25398,Wright High School,Charter,Derrick Friedman,1049400
25399,Wright High School,Charter,Jeffrey Mason,1049400
25400,Wright High School,Charter,Latoya Crane,1049400
25401,Wright High School,Charter,Tina Hunt,1049400
25402,Wright High School,Charter,Sabrina Francis,1049400
25403,Wright High School,Charter,Megan Bryant,1049400
25404,Wright High School,Charter,Lisa Mcmillan,1049400
25405,Wright High School,Charter,Jason Jones,1049400
25406,Wright High School,Charter,Shawn Allen,1049400
25407,Wright High School,Charter,Annette Long,1049400
25408,Wright High School,Charter,Katelyn Foster,1049400
25409,Wright High School,Charter,Christopher Simmons,1049400
25410,Wright High School,Charter,Jeffrey Barry,1049400
25411,Wright High School,Charter,Tiffany Moore,1049400
25412,Wright High School,Charter,Gregory Lambert,1049400
25413,Wright High School,Charter,Robert Smith,1049400
25414,Wright High School,Charter,John Gonzalez,1049400
25415,Wright High School,Charter,Lisa Ellis,1049400
25416,Wright High School,Charter,Mitchell Ball,1049400
25417,Wright High School,Charter,Steven Thomas,1049400
25418,Wright High School,Charter,Bridget Camacho,1049400
25419,Wright High School,Charter,Larry Frost,1049400
25420,Wright High School,Charter,Anthony Brown,1049400
25421,Wright High School,Charter,Martha Mcfarland,1049400
25422,Wright High School,Charter,Stephanie Mendez,1049400
25423,Wright High School,Charter,Philip Bennett,1049400
25424,Wright High School,Charter,Marcia Knox,1049400
25425,Wright High School,Charter,Andrea Wilkerson,1049400
25426,Wright High School,Charter,Jennifer Wyatt,1049400
25427,Wright High School,Charter,Michael Sosa,1049400
25428,Wright High School,Charter,Larry Rowe,1049400
25429,Wright High School,Charter,Sabrina Knight,1049400
25430,Wright High School,Charter,Charles Taylor,1049400
25431,Wright High School,Charter,Ethan Brown,1049400
25432,Wright High School,Charter,Patricia Roberts,1049400
25433,Wright High School,Charter,Steven Sosa,1049400
25434,Wright High School,Charter,Cynthia Harris,1049400
25435,Wright High School,Charter,Tiffany Thompson,1049400
25436,Wright High School,Charter,Jeffrey Ramsey,1049400
25437,Wright High School,Charter,Brooke Lane,1049400
25438,Wright High School,Charter,Justin Jones,1049400
25439,Wright High School,Charter,Victoria Tate,1049400
25440,Wright High School,Charter,Debbie Wilkins,1049400
25441,Wright High School,Charter,Darlene Gray,1049400
25442,Wright High School,Charter,Theresa Delgado,1049400
25443,Wright High School,Charter,Cheryl Bates,1049400
25444,Wright High School,Charter,Joshua Roberts,1049400
25445,Wright High School,Charter,Jeremy Cameron,1049400
25446,Wright High School,Charter,Ethan Hernandez,1049400
25447,Wright High School,Charter,Jonathon Cox,1049400
25448,Wright High School,Charter,Hailey Johnson,1049400
25449,Wright High School,Charter,Patricia Stein,1049400
25450,Wright High School,Charter,Mark West,1049400
25451,Wright High School,Charter,Kayla Wiggins,1049400
25452,Wright High School,Charter,Stephanie Graham,1049400
25453,Wright High School,Charter,Douglas Lopez,1049400
25454,Wright High School,Charter,Jay Kline,1049400
25455,Wright High School,Charter,Bernard Huffman,1049400
25456,Wright High School,Charter,Marc Curry,1049400
25457,Wright High School,Charter,Bridget Herman,1049400
25458,Wright High School,Charter,Kenneth Ballard,1049400
25459,Wright High School,Charter,Hector Martin,1049400
25460,Wright High School,Charter,Audrey Delgado,1049400
25461,Wright High School,Charter,Elizabeth Fuentes,1049400
25462,Wright High School,Charter,Nicole Rodriguez,1049400
25463,Wright High School,Charter,Jeffrey Bowers,1049400
25464,Wright High School,Charter,Melissa Vargas,1049400
25465,Wright High School,Charter,Jonathan Lopez,1049400
25466,Wright High School,Charter,Tonya Howard,1049400
25467,Wright High School,Charter,Rebecca Carter,1049400
25468,Wright High School,Charter,Jessica Berry,1049400
25469,Wright High School,Charter,Charles Rosales,1049400
25470,Wright High School,Charter,Robert Aguilar,1049400
25471,Wright High School,Charter,Crystal Jackson,1049400
25472,Wright High School,Charter,Sonia Rodriguez,1049400
25473,Wright High School,Charter,Bryan Jordan,1049400
25474,Wright High School,Charter,Kelly Miller,1049400
25475,Wright High School,Charter,Eugene Pennington,1049400
25476,Wright High School,Charter,Gary Shelton,1049400
25477,Wright High School,Charter,Kayla Grant,1049400
25478,Wright High School,Charter,Mark Becker,1049400
25479,Wright High School,Charter,Benjamin Harris,1049400
25480,Wright High School,Charter,Jeffrey Spears,1049400
25481,Wright High School,Charter,Deborah Silva,1049400
25482,Wright High School,Charter,Lisa Graham,1049400
25483,Wright High School,Charter,Tara Campbell,1049400
25484,Wright High School,Charter,Jeffrey Reed,1049400
25485,Wright High School,Charter,Dr. Melissa Fernandez,1049400
25486,Wright High School,Charter,Jenna Harris,1049400
25487,Wright High School,Charter,Glen Campbell,1049400
25488,Wright High School,Charter,Adam Stevens,1049400
25489,Wright High School,Charter,John Lewis,1049400
25490,Wright High School,Charter,Michelle Foster,1049400
25491,Wright High School,Charter,Lindsay Ford,1049400
25492,Wright High School,Charter,Benjamin Johnson,1049400
25493,Wright High School,Charter,Michael Young,1049400
25494,Wright High School,Charter,Hannah Clark,1049400
25495,Wright High School,Charter,Cameron Sawyer,1049400
25496,Wright High School,Charter,Leah Jones,1049400
25497,Wright High School,Charter,Gail Mccarty,1049400
25498,Wright High School,Charter,Jeremy Mercer,1049400
25499,Wright High School,Charter,Sandra Roberts,1049400
25500,Wright High School,Charter,Scott Bishop DDS,1049400
25501,Wright High School,Charter,Valerie Eaton,1049400
25502,Wright High School,Charter,Kristina Ellis,1049400
25503,Wright High School,Charter,Stephen Rodriguez,1049400
25504,Wright High School,Charter,Suzanne Lin,1049400
25505,Wright High School,Charter,Lisa Nichols,1049400
25506,Wright High School,Charter,Michael Carlson,1049400
25507,Wright High School,Charter,Richard Bell,1049400
25508,Wright High School,Charter,Darrell Ball,1049400
25509,Wright High School,Charter,Brian Salinas,1049400
25510,Wright High School,Charter,Bryan Wallace,1049400
25511,Wright High School,Charter,Sandy Norris,1049400
25512,Wright High School,Charter,Willie Potts,1049400
25513,Wright High School,Charter,Amy Dougherty,1049400
25514,Wright High School,Charter,Jennifer Wilson,1049400
25515,Wright High School,Charter,Marco Peterson,1049400
25516,Wright High School,Charter,Amy Miranda,1049400
25517,Wright High School,Charter,Alicia Hamilton,1049400
25518,Wright High School,Charter,Briana Erickson,1049400
25519,Wright High School,Charter,Bruce Rivera,1049400
25520,Wright High School,Charter,Kayla Anderson,1049400
25521,Wright High School,Charter,Daniel Guerra,1049400
25522,Wright High School,Charter,Michael Davenport,1049400
25523,Wright High School,Charter,Heather Bailey,1049400
25524,Wright High School,Charter,Douglas Singleton,1049400
25525,Wright High School,Charter,Jerome Rose,1049400
25526,Wright High School,Charter,Catherine Moss,1049400
25527,Wright High School,Charter,Michelle Burns,1049400
25528,Wright High School,Charter,Melanie Doyle,1049400
25529,Wright High School,Charter,Holly Martinez,1049400
25530,Wright High School,Charter,Kristie Morrow,1049400
25531,Wright High School,Charter,Maria Hughes,1049400
25532,Wright High School,Charter,Kelly Adams,1049400
25533,Wright High School,Charter,Jermaine Sanchez,1049400
25534,Wright High School,Charter,Jose Espinoza,1049400
25535,Wright High School,Charter,Haley Mayo,1049400
25536,Wright High School,Charter,Victoria Walton,1049400
25537,Wright High School,Charter,Taylor Coleman,1049400
25538,Wright High School,Charter,Jeffery Richmond,1049400
25539,Wright High School,Charter,Gary Brown,1049400
25540,Wright High School,Charter,Vanessa White,1049400
25541,Wright High School,Charter,John Pratt,1049400
25542,Wright High School,Charter,Briana Lester,1049400
25543,Wright High School,Charter,Angela Young,1049400
25544,Wright High School,Charter,Peter Morgan,1049400
25545,Wright High School,Charter,Ryan Hammond,1049400
25546,Wright High School,Charter,Ronald Dickson,1049400
25547,Wright High School,Charter,Linda Davis,1049400
25548,Wright High School,Charter,Elizabeth Anderson,1049400
25549,Wright High School,Charter,Alison Crosby,1049400
25550,Wright High School,Charter,Jennifer Lee,1049400
25551,Wright High School,Charter,Danny Walker,1049400
25552,Wright High School,Charter,Cassidy Casey,1049400
25553,Wright High School,Charter,Samantha Palmer,1049400
25554,Wright High School,Charter,John Reyes,1049400
25555,Wright High School,Charter,Andrea Wallace,1049400
25556,Wright High School,Charter,Stephanie Campbell,1049400
25557,Wright High School,Charter,Lawrence Herrera,1049400
25558,Wright High School,Charter,Cynthia Hardin,1049400
25559,Wright High School,Charter,Mary Mccoy,1049400
25560,Wright High School,Charter,Donna Smith,1049400
25561,Wright High School,Charter,Wanda Odonnell,1049400
25562,Wright High School,Charter,Rachael Anderson,1049400
25563,Wright High School,Charter,Debra Todd,1049400
25564,Wright High School,Charter,Tabitha Gonzalez,1049400
25565,Wright High School,Charter,Eric Richardson,1049400
25566,Wright High School,Charter,Paul Moore,1049400
25567,Wright High School,Charter,Rhonda Liu,1049400
25568,Wright High School,Charter,Anthony Crawford,1049400
25569,Wright High School,Charter,Shannon Patton,1049400
25570,Wright High School,Charter,Rebecca Jensen,1049400
25571,Wright High School,Charter,Allison Hoover,1049400
25572,Wright High School,Charter,Julia Gonzalez,1049400
25573,Wright High School,Charter,Mrs. Alexandra Hamilton,1049400
25574,Wright High School,Charter,Shaun Montgomery,1049400
25575,Wright High School,Charter,David Miller,1049400
25576,Wright High School,Charter,Deborah Barker,1049400
25577,Wright High School,Charter,Katie Hunt,1049400
25578,Wright High School,Charter,Mario Moreno,1049400
25579,Wright High School,Charter,Daniel Hunter,1049400
25580,Wright High School,Charter,Candice Clark,1049400
25581,Wright High School,Charter,Larry Velasquez,1049400
25582,Wright High School,Charter,David Campos,1049400
25583,Wright High School,Charter,David Austin,1049400
25584,Wright High School,Charter,Megan Eaton,1049400
25585,Wright High School,Charter,Matthew Garza,1049400
25586,Wright High School,Charter,Brian Mcdonald,1049400
25587,Wright High School,Charter,James Murphy,1049400
25588,Wright High School,Charter,Christopher Garcia,1049400
25589,Wright High School,Charter,Patrick Thompson,1049400
25590,Wright High School,Charter,Joyce Bryan,1049400
25591,Wright High School,Charter,Jennifer Jenkins,1049400
25592,Wright High School,Charter,Dillon Miller,1049400
25593,Wright High School,Charter,Elizabeth Meza,1049400
25594,Wright High School,Charter,Matthew Mcdaniel,1049400
25595,Wright High School,Charter,Alison Reed,1049400
25596,Wright High School,Charter,Kristen Gallagher,1049400
25597,Wright High School,Charter,Walter Gates,1049400
25598,Wright High School,Charter,Brandy Page,1049400
25599,Wright High School,Charter,Mike Brown,1049400
25600,Wright High School,Charter,Amy Solis,1049400
25601,Wright High School,Charter,Kristin Ayers,1049400
25602,Wright High School,Charter,Jasmine Nelson,1049400
25603,Wright High School,Charter,Logan Avery,1049400
25604,Wright High School,Charter,Deanna Allen,1049400
25605,Wright High School,Charter,Amanda Hoffman,1049400
25606,Wright High School,Charter,Gina Bird,1049400
25607,Wright High School,Charter,Kenneth Small,1049400
25608,Wright High School,Charter,Kevin Tate,1049400
25609,Wright High School,Charter,Vincent Perez,1049400
25610,Wright High School,Charter,Richard Peters,1049400
25611,Wright High School,Charter,Sharon Todd,1049400
25612,Wright High School,Charter,Holly Reed,1049400
25613,Wright High School,Charter,Eddie Gray,1049400
25614,Wright High School,Charter,Benjamin Garza,1049400
25615,Wright High School,Charter,Dr. Jacob Taylor MD,1049400
25616,Wright High School,Charter,Kristin Hill,1049400
25617,Wright High School,Charter,Ashley Burton,1049400
25618,Wright High School,Charter,Jonathan Turner,1049400
25619,Wright High School,Charter,Hannah Burgess,1049400
25620,Wright High School,Charter,Timothy Singleton,1049400
25621,Wright High School,Charter,Kelsey Liu,1049400
25622,Wright High School,Charter,Jimmy David,1049400
25623,Wright High School,Charter,Tony Wilson,1049400
25624,Wright High School,Charter,Michele Glass,1049400
25625,Wright High School,Charter,Sandra Warner,1049400
25626,Wright High School,Charter,Craig Hubbard,1049400
25627,Wright High School,Charter,Carla Elliott,1049400
25628,Wright High School,Charter,Haley Collins,1049400
25629,Wright High School,Charter,Victor Kennedy,1049400
25630,Wright High School,Charter,Brian Small,1049400
25631,Wright High School,Charter,Jennifer Stewart,1049400
25632,Wright High School,Charter,Pamela Perez,1049400
25633,Wright High School,Charter,Jerry Fitzpatrick,1049400
25634,Wright High School,Charter,Brittany Williams,1049400
25635,Wright High School,Charter,Cameron Logan,1049400
25636,Wright High School,Charter,Jonathan Howard,1049400
25637,Wright High School,Charter,Ashley Coleman,1049400
25638,Wright High School,Charter,Travis Wood,1049400
25639,Wright High School,Charter,Michael Anderson,1049400
25640,Wright High School,Charter,Stephanie Alexander,1049400
25641,Wright High School,Charter,Erin Ross,1049400
